text,label
Man fi 3alam sa2ato souwar l thawra 3al profile w let’s have a date b Riad l Soleh ,0
@JoseeGeb ana kel l li baarfo eno jounieh jbeil ma hada bi arreb sawbon beirut noss noss ! ,0
"“@geagea14: ""@JoeGhanem_: @Mouawad11 min ahla benet mbaynee bel p m?☆"" hahahaha ma chef chaklo joe mnih l manna bl madrase^^” ktiiir helo!! ",1
Akhhhhh🤣🤣🤣🤣🤣 ,0
Aam faker aete l xs max la sahbe W jib l 11! Chou raeykn? ,1
“@LesleyNasr1: “@NayAttieh: shou fi shi aham mnel akel bhal hayet? mashi””,1
@MayaEMansour because muscle cars fyon ktir ahsne,0
@unspokenlouve chou gaelle ma chta2tile lama kenet 3asbik bl saff?,1
@MelodieTamer @AnisTabet23 hayda li elon chi 100 sene b 3amro fi ?,1
@hazoon2014 ahhhh 3ayleh kbireh l quba chou bye2rabkoun che guevara ?,1
Lei fi dentifrice 3ena bel jem3a ? #closeup #closeup,1
2ah ma fi akel 😂 ,0
La ta3lik ahsan ma et3ala2 😄🤣 ,0
@YaraWithGlasses @AnisTabet23 beirut rock festival rou7 ya! Bas eno 3ade cava,0
@Anthonyrr2 lek ktir mabsout bel quote tweet?,1
Akid mesh Ana ma hayk!!!😜😜 ,0
Deyman l banet b kun bedon yelebso “chi top mahdoume” 3al sahra bas wala mara mna3ref aya top aw eza hata 3ena wehde mahdoume ,0
@KarimFirikh hahahaah le72a hala2 ktir 3l dares :p,0
@Charbelonsky machi..kif eza cherbene,1
@TheFunnyRed @Eghaoui muntadhar al zaidi sar e3id bi beirut ,0
😂😂😂😂😂😂 Ma heyk !? 🥰 ,1
Houwe erslen eza chefne ma mna3rfo badna na3ref ebno ? ,1
Beirut le meshye? Beirut le 3alam 3eyshe 3ade ana le wsolt 3a my work be 20 minutes? ,1
men 3almo yfut aal hamem men tofolto ,0
@ASaddCat Mafikun tkouno m3 l thawra w tkouno ma3 hayala hada,0
fi deal bel da2✋🏻 ,0
@najwakaram yaane ma fe clip kter helo?🌚 ,1
@EidLarissa nzlo 3a Beirut ,0
Leych betzkr heik shi bass neser shu heee ,0
Tayb tayb ma t3asbe 3layna Lmhm betshakarik ana 3l ma3loume:') ,0
Ana bekhod 3elbe 😂 ,0
Hayda esmo enabling harrassment. La eno howe ka rejjel 3ml hal tasarof sar it is ok la l rjel l tenyeen y2olo hal shi w 3atahon l space yetsarrafo hek ,0
@pamelamoussa @mazen_issa kel shi bi wa2to Helo pamm :p ,0
@jeanchedid19 ma ba3ref kl shi bwa2to helo :p ,0
Men beirut ll day3a w men al day3a ll beirut ,0
mahekk ,0
@JoseeGeb ana kel l li baarfo eno jounieh jbeil ma hada bi arreb sawbon beirut noss noss ! ,0
Obama a2wa men Trump ,0
Fi wa7deh ghtasaba wa7ad so tchakit 3leh so alla lzabit chou mouwasafeto aletlo -chab helo ktir -hemich -ktir chatir sex Rj3 ghtasaba lzabit ,1
@MahdiAlwazwaz msh shway ktir,0
@HelenaHajj chou esem el game ,0
@sallyhijazi sallly chou t3achayteh,0
@Jay_Merhej hahaha eh ana ra7 e7daro hayda bas ana ma bshaji3 spain :p,0
@darkembracee shu bsewilik akel ?,1
@gracehajjar chou ha tjibeh hdiyeh la bayik 3a 3id l2ab,0
Mn wen ejo hal followers ,0
@Alaaaaz inno hayda Huwe El islem. ,0
ha bentik bel soura? fakarta rejjel ,1
@MichelleChekie chu helo bs lwahad yfut l3ndk 3l profile btotla3 b khele2to soura panoramique la snenik :| ,1
Fi wa7deh aletleh ana hableh Enno chou moumkin ella ?,1
@cherif_allam ehh biaarfoo bi dal y2ele eno hayda artak b jal el ba2dounisðŸŒ¿,0
Hala2 ekhte saret tefham bel football,0
Jarna ktir mpanas. ,0
@ROULANASR1 at the end its a matter of taste. Ana natarit shi ktir kbir. Saraha baddo ktir ba3id. Zakkarni b super star 1. ,0
@JohnnySaikaly88 ana bheb rabi3 .. chloe bter2us helo bass ma bti2a:| ,0
feya bs hek shi helo w feya kter shi besh3 ðŸ¤£ w tanye ma btnsama3 abadan ,0
@jeanchedid19 @Miloz007 rodgers byel3ab 3 at the back. Bass mou style le3bo beche3 law ken 10 strikers ðŸ˜‚ ,1
@CarelSaliba bt2oule 3a bayrout w sob batroun,0
chou ossit l taouk w rayya l hassan ,0
X: kif ken el concert b byblos? Y: yanni mish ktir helo! ,1
@jamalfayad @RolaKhalifeh ouffff tab ana ma befham bel 3safir hol lal akel am chou ?,1
Serna tnin ðŸ˜· ,0
sahh l nom ,0
3ande 20 GB download badde 5alleson bi 40 mins Chou btensa7o? ðŸ˜‚ðŸ˜‚ðŸ˜‚,1
Hayda shaher 3111111 laaaaaaaaaaa ,0
yes wallah hderto kelo ðŸ˜” ,1
@AbbassAk93 basitaa btinzal beirutðŸ˜³ w ana sarle zamen ma ri7et cineðŸ˜­ ,0
Sa23a,0
Bas Hada Yfahemne Chou Ya3ne El Wahad Mhammal Albo Aktar Men Ta2to?! Chou Bye2sod El Hakim?!,1
@SibemolY chou badak bel raj3a ,0
@goldbird60 rakd b rakd 8 to 6 at office...chou akhbarkon?,1
@LebaneseScouser @CarlaAkil besta3mlo ktir bs inno ma fhemit shu l ghalat fi:p,0
Hayda enfisam hbb don't worry,0
@picandhadth eza b beirut badna na3mil hal chi badna faw2 l 10000 7ayyi ,0
@FawazMay 3ade beirut w dares kamen hehe ,0
no one: my roommate: yi bas tokhlas hal thawra ha aamel shu shatfe w te3zile lal bet ,0
"Akid ana w zghir m2atash saf ""savoir dormir"" Bl garderie ",0
@gchouchani khalas it's okay helo l wahad yet3allam lsabt !ðŸ˜­ðŸ˜­ haha goodluck x ,0
@lamaturk kifikkkkk ??? Kif ken nharik chou 3melteh,1
Jarrabet ,0
fina ndal bel takhet ?,1
@fromfreeway2 hayda el we2e3 shou ba3mol,0
@NourH92 ma ana bass la2an ken liverpoolðŸ˜¢ ,0
@sanatarabay ahh fakartek b Beirut ,0
@MShamsldeen ma3 eno mbere7 katabet ktir eshya,0
@JCTohme hayda l chi helo? ðŸ˜• ,1
Ken lezem sayef bel Ashrafieh sarahatan ,0
"Najwa karam's new song: ""Ma geltelik ya yomma Batal Yeji 3alena.."" Chou asda tehdidan?",1
Eh probably tlemiz l jem3a l lebnenie ,0
@ZbZein @LFC ysorloðŸ˜” ya3ne ana ma3 barca abel ma koun liverpool w eza barca bterbah 100-0 lyom ma btefro2 ma3e ,0
@JanaMawed la hayda kirmal l match.... 3adi t3awadna....,0
@cherif_allam makhas 3am oul eno enta bedakhin ktir w carl sakarjeh w dod l marijuana,0
Ente shofi sho 3amel comment ta7et bta3erfe leh kateb hekðŸ˜‚ ,0
Fiye nacher ghassil 3a rmouchik,0
@mozamnyoka chou ha Tizzzz,0
@MikeHalwani @YaraDidntFly @WhatsppBrasil @GioDelSpears hahahaha kazam ya3ne asir ktir,0
@ItsMariaCosta hiye eza bada tredd bet redd. Bs mech 3erfe chou bada tehke la tehke,1
@TracyRChalfoun Helo bs mech hal2ad bada. Khalas anw ha eskot ,1
@MTVLebanonNews yeah eh w chou 3arafoun l mas2ouline enno bada tchatte ???,1
@IMAD_SL @elwasso halla2 @RabihAntoun leh mekhtefe? Hayda li b koun 3am yaamol 7alo 3am yeshteghil,1
I'm tipsy and I'm discussing politics with my mom...eno 3anajad samir geagea bedo yetrachah 3a intibkhabet ra2is l koumhoiriyeh ??,1
@ritasawaya3 Sara7a Iâ€™m not sure la min teb3a bas akid fi sabab. Ma kasaro ella Alfa Beirut Bank and UFA Insurance,0
@M_Najdi92 eza mndal hek ktir mnihðŸ˜‚ðŸ˜­,0
@naghaam1399 lol ah chi helo ya3neh? ,1
Chou ghalat bl vedio??? ,1
Umm lei bank audi ma 3am b khaline eshab a2al men 100000ll? ,1
@ZiadOmran idk chou bade hot charet ,0
@sabeh_mohamad bass 5alas ma ba2a ya3te ktir,0
Ktir Shob ðŸŒžðŸŒž,0
Oops fi hada ktir 3am bi ghallet,0
@nnak27 la elik chou 3meltellik ?,1
@tonyrizk_963 ah ok. Eh hek sah. Ana ma 3ande shi khasso bel classico. Kello khasso bel elman saraha. Thx god manne ktir 3emil following,1
"3ala fekra fi ktir echya cheluwa mn l interview : haifa ghanit la ramy 3ayach ""mabrouk"" â€¦â€¦â€¦",1
@myriam_menhem lech btenbe3 ? ,1
Tahitii staselmooo chou 3am tjarbo ta3mlo vs spain min 70 score 8-0 ,0
lebnen: thawra tweeps: thawra metzahrin: thawra kalb jarte: thawra ldebben l azra2: thawra salwa: leh mahada bado yeshtre ticket banks m&amp;g vip package after party + stripper ,0
Lyom rehet akalet khass b classic burger ,0
Rou2e rou2e tawle belik. Ma byeswa hal2ad toumou7. ,0
@in_israa 3am bi bawred tizo chou elik ma3o:p,0
Ktir class l metzahrin 3l mtv vs 3l new tv ðŸ˜‚ðŸ˜‚ ,0
Hole mch l 3awniye b mazraaet yachouu. Chou badkon bl hake they're the good guysðŸ˜‚ ,0
@bernardsafi hahahahaa ... Chou 3arafneee 3am beshrab may O.o,0
el sahar byeksor el jesem 3a fekra be careful ,0
Abadan bas fina na3mol l 3akes :p ,0
Mamiiii fi caccaaaa.. Kel marra ekhte bet fout 3al hemem,0
yii ya3mol group fared marra ahwanlo ,0
-Mama 3m tehdare hayda hakeh ? -eh  mahdum samer saadeh  bs law ma manno kateb -Oookk mama  good night ,1
@AliKaraki91 eno mn bab l maze7..bs ktir lal 6,0
@NaNo2248 bukra byetla3o Chou 2arra3 ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
@_Nikkiie_ @danielmardinian bas bedo b kun sari3 ðŸ‘€,0
Meanwhile on FB: *soura 3a shmel l shajra* *soura 3a yamin l shajra* *Soura 3l ared wl shajra faw2e* *Soura ana w 3abta l mghara*,0
Ya sadi2e akid ana ma3ak bi kel chi w be7terim ktir ra2yak w kelna ka chabeb we2fit bs ma3 lebnen. Bs ya 3azizi fi chaghle msh mafhoume mn wa2et ma stalam ri2asit hezeb lkataeb w sta2elo mnel houkoume we2fo bl mou3arada w 3emlo kel chi bytla3 bi idon w hekyo w fa3alo. ,0
@maram_ps @NourAjram @loloalghazzawi @meme_ajram @ShOoDyRoSe @KubraAjram @NancyAjram as u like ma bdk ta3mle ente 7erra aked ,0
Ok khalas le3eb la lyom ,0
a3de ma3 a 15y/o 3am tehke 3an hayet l single ahla w kif fi ktir shabeb aam ysheko 3laya w kam relation saret feyte hal shahrenðŸ¤¦ðŸ»â€â™€ï¸ ,1
@_VanillaH0neyy eh chou ba3mil ya3ne ,0
"@dominicabuhanna @Tareksoueid ba3ed wala marra chefto b "" men ahla byut ras beirut"" !! ",0
Aktar chakhes 3am yekoul msabet haliyan kasar record gebran bassil. .. . Mark zeckerburg ,0
Chou na2sak? ,1
Sar badda jardit following .. 3ende ktir jayye,1
Ab'3a akel big filler... Malet 3aleikom @kfcarabia,0
@yaraahitti la chou el CAPSLOCK 2e5ir chi ,0
@Stridak @AbedBanna1 2rit Esme Chou fi,0
@_Edyyyyy @BilalBeainy le chou be l gym?,1
kif bade enzal aa beirut kaptin @AUB_Lebanon ,1
La2 hek betssir ktir t2ile ðŸ™…ðŸ»â€â™‚ï¸ ,0
@Bayernoholic la2 w hasamuwa enno man city will win. 3andon halit Denial enno liverpool yerba7o anything. ,1
Tab chou bet tkhabrouna gher 3an l football?,1
@miro_mattar @NowaraK Ba3du sar2lik soura ??,1
ktir fatis ,0
@kevo_90 tsk 3ayb,0
@Hiba382 zaha2 w dares w akel w hekk u?,1
@najwakaram: Li bi 7ebb l ghenniyyi bikoun 7abb Wl ma 7abb chi m3ayyan Hayda zaw2ou L fann zaw2 Ma Baddna n3alli2 3a chi plZ ðŸ˜˜,0
@SevagDemerjian mesh ktir bass mesh ghalat ya3erfo 7ajmoun ;) bass shoufak bkhabrak :D,0
@as3ad93 ad ma ken hbb min hayda lfari2 olympiakos men aya balad?fi shi le3eb bna3rfo?fi shi le3eb ma3rouf?,1
@funzip @kevo_90 @VinceAoun @Zeina_Ghorayeb @rayanammar07 @mich_h bas btekol gher chi :o tsk tsk,0
Hahahah shkalon zekrton ktir d3ife they need a reminder. ,0
@2009Cici @ra7eeq_ma5toum 3M yetmaskharr  hayda ma3na ru2e:p,0
@Hammoud_91 kel shi bwa2to helo ok ? ,1
@nathaliebh1 @farahnuruddin chou ken badik bhel chaghle :p enjoy ur summer ,0
#MissLebanon fi mustawa sa2efe hl sene fi #MissLebanon,0
Lamma el chab bi ghar bthess el mawdou3 cute w helo bas lamma el benet tghar bthes helak 3ala bweb harb 3elamier telte ,0
Hayda le3eb telet 3am ymout ,0
Lezim nekhod chokair 3and cremino ðŸ˜‚ ,0
Eno 3a chwei rah oum edros,0
@NourH92 hayda el 3ayashen b7ad zeto:p,0
@BousamraM Ahahahahha:p Ma ktir tchedd idak:p ,0
lta2ess ktir kharej daresðŸ˜˜ ,0
@nadinezeidane chou ya3neh face book dakhlik ???,1
rouh ya sabe3 ent ,0
"Girls be like: ""Bhebo bs mch mabsouta ma3o la2ano ma 3m hebo metel ma ana bede w houwe ktir mrayahne bs ana mch merteha la2an ma bhebo..""",0
@cynthiaahaddad @MonitaJ1 @MonaZheiry @grumpy_cynthia 100% hayda l ma2soud...a7lamiyin al :p ,0
Houwe mafroud hek bas ente w nezle 3a beirut min el jabal byeje lon el 8youm a2rab la da5ne ðŸ¤£ ,0
@NTabiaat ktir awiyeh ente bl copy paste:p ,0
Brother : chou fi chi 8alat Me : wjoudak b hayete ðŸ™„ðŸ¤¦ðŸ½â€â™‚ï¸ ,0
Hayda bi zabto gebran deghre Hayne ostoðŸ˜‚ðŸ˜‚ ,0
@AbbasJIbrahim ðŸ˜‚ðŸ˜‚ðŸ˜‚ tal3a tal3eta ktir ,0
@BilalBeainy chaklak mabsout fiyoun ktir:p,0
@Gebran_Bassil Hahahahaha tammine dolaratak woslo?,1
@Elio_Msann95 to chou ya kbirna,0
shu fi shi jdid ma hene deymam hek :p ,0
Literally lkel,0
@hanadymatta @luccianafeghaly looooool lucciana 3eycheta ktir btw ma ba3refa bass men ltweet taba3a bhessa 3ayoucheh,0
#ThreeWordsHeDoesntWantToHear mabaaref aamol akel #ThreeWordsHeDoesntWantToHear,0
Yalla ma be2aser khali yshof w yetsamsam ahsan la so7to balki byed3af shway ,0
walla l kezzeb bebayyin awem lek adde ma7mou2 ydefi3 3an halo ðŸ˜‚ ,1
bayye ktir bottom b3ayit 3le biwate sawto ,0
Sometimes bekoul la darajeh bekoul l borrad kamen and sometimes bdalneh kel l nhar bala akel hmmm waw ,0
Eza seken b jounieh sar 3endak isharet ser ben l matbakh wel hemmem. Hayda gher l round abouts,0
@BundeSabeh chou be5sous hayda l bidal ya3mellak comments 3a postetak 3al addicts? ðŸ˜‚,1
Some girls be like : Halla2 eza 5osro Germany hayda El match byerja3o Argentina bye5do El world cup,0
Kll ma et2akhar bl nawme bu3a bakir ktir abkar mn l3ade eno mch mfrud ykun bl 3aksðŸ™„ ,0
Yala rje3na 3al so2al kif bnem ,1
Enta mech abedne jadd La2 abdik cash (You can kill me) ,1
@stef_63 lollllll studio bi noss din beirut enno mich la 3ayleh ,0
@zeina_makki hello  sheftik 3a Antelias hayda enti ?? Have a nice day :D,1
Fi wahad men group l friends mae bel saf ken mnazel story eno huwe maa nABiH BErRi laL m0T ana nazalet story maa #ÙƒÙ„Ù† ÙŠØ¹Ù†ÙŠ ÙƒÙ„Ù† . Lyom ma sallam aalaye bel jemaa. The power of thawra ðŸ˜. One word: L A . T I Z E ,0
w3it 3nde kerech,1
Me: teta 3andik whatsapp Teta: ma sme3et chou elet Me : wlik 3andik whatsapp Teta: la2 ma baddeh 7up Me:...,0
Bthoto sharet hatta akhuna Gebran Bassil bs yesmaa Hela Hela sar ykafiya la wahdo? #Ù‡ÙŠÙ„Ø§_Ù‡ÙŠÙ„Ø§_Ù‡ÙŠÙ„Ø§_Ù‡ÙŠÙ„Ø§_Ù‡Ùˆ ,1
boukra el khamis,0
tole3 arar majles el nouweb mberha @joeboumosleh2,0
byekhla2 men el chabah settin,0
@elsaraidy chou tghadayte enti?,1
hada 3ndo PS4?,1
chou belbos la rouh 3al prom?,1
helwe hal soura banet?,1
3adee ma fia chi saraha,0
ana mich cheyfeta chi ghalat eza akalet 10 iyem wara ba3ed noodles,0
anyone 3ndo mouse ma bta3mel sot abadan? ,1
please fill this survey la rfi2te 3m ta3mel these la tkhalles dirasta  w 3ayze ktir nes y3aboua. Merci,0
@saragermanos rah eb3atlik ra2me dm yalla lahza,0
hayda 4 goal la messi,0
brazil rah terbah barke,0
mala ism hhhhhh,1
ser9ou min anime death note,0
j ai pas tenu 2 min men wa9teh la3bed tahki bel ism wel la9ab salah ben fraj hhhhhh trop facile à part le fait que copier coller ala death note,0
death note yagami layt,0
plz linke abonnés nousel 50 like,0
win n9der nchof l film,1
mefhemtech kifech netfarej fih el film,1
me rayi ken tzid tetwassa3 chwaya,0
win nal9ah film,1
wen mawjoud film,0
kifach nakhtar mafhamtech,1
taw ty7tou ela mkmlat lvideu loul,0
winou l film andi 6 jour lwaj alih ml9itouch,1
chna3mel bech netfarej 3al film kemel mafhemteech,1
fi choix kif to9tel sa7bek ken yji ba3dou sénareo e5er mch choix 5ayeb ken ynajam dali yon9odh rou7ou w ya7ra9 lwar9a kif ychouf sa7bou bdé ymout w tet7al thnia o5ra ma3jbtnich l faza kifeh the hole concept inspiré m death note kn jet 7keya original kenet tkoun a9wa b barcha bch l mtfaraj y7s beli l5dma 3andha basma 5assa wmch ejtirar afkar sinon taswir w tamthil w effort mezyen 3alle5r w 7aja tafara7 kif nchoufou des projets kima heka netmana lmarra jeya n3awdou nchoufoukom w mete9fouch 3al 5edma l m zyena hedhi w e9blou nos critiques bkol 7ob 5ater n7eboukom w n7ebou 5edmetkom w b na9dna n7eboukom tetawrou tjr l mé 5er 5ater bl7a9 vous êtes capables w ya3tikom sa7a,1
hhhhh jarabt l7timalat lkol,1
lfilm ken hedha video khaw,0
salfouna war9a nsal7ou biha dzayer hahaha,0
wllh birrasmy 3awidit rjaad lilly ma5tirthomch bch nchuf chisir fihom,0
win najem nalka film malkitouch,1
ma 8er mziya,0
karma 2 fama,0
winou hani mal9itouch,1
win njam netfarj fih,1
death note it s been done by k3i,0
wadh7lna ya za7i l film wfé 8adi wala mezelt partie,0
makontech nestana f end ki hethi,1
brabi 7oto wa7ed wsif bech ynike a l a wna7na n5tarou kifah ynikou,1
hedha lkol joret 3ala,0
death note vabies,0
thama 7aja mafhemthech kifeh 9al eli bech ymout we7ed f studio w met sa7bou w f scène eli ba3dha direct mchelou lel 5erba,1
fyny lb9eya,0
fin najem netfarej fih,0
louled guild level max li7eb yod5el mara7ba id 67127966 fire,0
blhy fin nal9a el film,0
mch hedha el film dhaherli hedhom el kol laqatat,0
habit el film kemil min ghir me takhalina nakhtarou,0
yekhi wini kmelt el film,1
tfarajt 3ala el i5tiyarat el kol eli kiiif ydzz,0
svp win najem nal9eh lfilm svp lien,1
lmafhemesh nihaya haka lwar9a lmadha taxi bsh ysa7a7 fiha mna7ya mn death note wki sa7a7 sa7a7 besmou,0
fakerni fi film butterfly,0
kifech na3raf elli el video wfé hh,1
winou lien film svp,1
aboone vous,0
winou el film,1
ya jme3a el end wadh7a howa met fi taxi 5atr el war9a eli kteblou fiha esmou w sa7a7 llrajl aliha hiya nafsha lwar9a ili fi fi stouch sa7bou ili hazha rajel wa9t sa7bou mayet war9a min death note so met that s why samew el film karma,0
ye5i a l a howa ryuk shinigami,0
eli a3jbou el film ya3mel like,0
so fel 7ala hedhi ryuk li 9tal kira houwa l taxisti lol,0
ykhi 2 49mn khaw,0
death note la mcha la ja,0
black mirror,0
ye5i fama ep 2 wala part 2 5ater fkol el halet sayf bech imout hotou like bech sayf ichouf el comment w ijewebna,1
lord ahmed free fire 9ablek khademha,0
death note anime howa ere9 kol chay menou,0
ken thaabet hal9tyyn mab3athom kol wahda bversion 5ir,0
death ama mode tn,0
he5i mizel makmelch,0
ki techri yagami light men jumia,1
ye5i famma des parties o5riiin 5tr tjini e5er 7aja met f taxi b3d l mouwejha,0
bravo dhaherli kamel ltaief abdou korasa hadhi w ktal rjal tunis tarak mekki w chokri,0
kjir yeir,0
hors sujet,0
yekhi youfa wa9teli yemchilou sahbou y9olou bech nechki bik,1
bravo khedma bahya ama 3elach you7lou l a7dath wa9t bech to9telou,1
winou fikp,1
dra kimlet il 9esa ki mat fil taxi wla mazalet,0
famma 8alta 5ater welken mouch bech ihez el corrasa mahouch bech yo9tel ettaxi heka 3leh heki ettaxi elli bech yerkrb fih ba3d ma yo9tol sa7bou lezem ikoun ellouwel mouch 5ouh ba3d laymout,1
brabi kifeh yekmel,1
y5i flim yoffa and heddi z3ym 3mlt kol hollol,0
woo oow arja3 ll style hedha cha3rek w dabchek,0
from fouadben,0
brabi fasrouli kifeh nal9ah w kifeh tetl3ab,1
ma najemtech netaada,1
ana ma9itch il fin kifeh,1
death note anime chqoun tfarej fih ya3mel like,0
ye5i kifech youfa lfilm billahi,1
kifa yi5dem,1
winou ryuk,1
win nal9ah lfilm,1
chebeb belehi lien lfilm,0
bilehi kifeh n activi,1
hata karate alkher,0
ya saif belehy fy le5er ki tmout enty fy taxi fama 3awed wala alrja3 lel mouwejha 3awetha elf mara ye5i chneya mba3ed ye5i w fe el filem ama walah tbarkalah 3lik,0
bellahi el fin ella normalment noslelha hiya el hedi z3ayem ya7ki ennou eddinar tla3 w nisbet el sadirat tal3it,0
ma3neha lezem tmout felekher ma 7asitech niheya 9sira,1
bourjouleya ya taatina l korasa ya a3mlena 2e partie,0
wba3d ma mot,0
mafichi chinigami,0
karma is garahirsaliyni,0
5oth al korasa,0
la7kaya kaml bah tmot,0
chebih 9esirr eli mwef9ni yedizz j aime,0
tnajjem thabet l film 3al youtube,0
ken je fi netflix he4a chnw bech ysir mela,1
belah fahamni fama barcha nihayat wala nihaya wa7da o zid a3leh al nihaya ali jetni hak wala mazelt al 9esa ana mafhemtch al nihaya mta3i 7abit nbadelha ma7abatech o aslan matjich nihaya he4i,1
film fih 2 min,0
blh kifeh ntfarej fl film,1
blli bch t5tar saif bch ymot w yofa wla fama 7keya tkaml ttfarej,0
death note annime,0
nheb nefhem haga ya saif tww ena alwel 5taret any manhezesh l kteb yaany ma9teltesh taxisty alors aleh felo5er metet 9all awel 4ahia,0
ymout ba3d 40 thenia,0
wa9t nousel l try again w kill him mefhemtch chnaamel,0
yagami lite ryuku shinigami,0
ma endi ma n9oul,0
3awedto akfar m en 20 mara bech na3ra chno bech ysir,1
no no,0
ye5i f ay ending saif bsh ymout,0
mafhemtch haja ki touseli lel part mt3 lmouwejha to93d tet3awed,0
lkhol chi 3ziz idir jim otabina 3ndi,0
wa9teh yiji,0
finalement hebat,0
wakth yahbet el film ya sayf,0
w9th yahbt film mch 9al lioum maa 6,0
enfin hbat,0
2 49 khw,0
finou el film,0
haramna man ajly hathihi al lahtha,0
d9i9a chbih 2min,0
tw bch netfarej elli 3ejbo jaime,0
fiirssst geedaah 3andina neesteenouuu fiiih,0
eliii chefou mel min loulaaa like,0
first cha3b il wiw winkom haya othehrou ou waslouni 710 sub yalla hani nestanna,1
make it public please hhhh w keep it up edit c est bon you did it ama shnouwa l fin dhoretli ne9sa mtaa3 mazel thama suite,0
first abonner ken 3ejbek,0
doré avant,0
tarek fromage tarek makroud,0
zied behi nemchiw enaa,0
la79i9a touja3,0
nemchi ena bara zied,0
haaajir kenha ghoooooula,0
7 16 tfhim kol chy,0
a5ritha walina n9arnou fi al 3ahirat bra2iss i ll joumhouriwa ou zid wala hathaka fen,0
hhhhh machafek 7ad mat5afech,1
wallah ken nahserkom fi 2 tbibkom rabi,1
allah ghaleb tatla3 l 3ebra men dar l kobra,0
lah khali kol li3ando mo,0
andi mankolek s09 episode 20 05 05 2017 partie 03,0
salam ihkwani chkon fikom bhali mni bda lvidyo ohwa kaybki bkali hta kamal haf lmardi lwalidin,0
lah ihefedek haka neberik,0
li hab les vidiyo we tjer rah y3awdah yikhbat jam,0
win wasslet la7akaya,1
min jay mn 2019,0
jak matsoul,0
salm cv,0
atoli son fb svp,0
salam ana mghribiya 3aicha fouropa sm3t wahd mghribi gal li marid blklwa idir ch3ir wacha3r mal lkbal blmghribi ngolo dra wal9zbr yabs itabkho mzyan wtchrbo kola mra mli t3tach gal nas jrboh wlaw labas,0
brabi chkon li3aref khbarhem ygolna wytamana wach sra,0
pleaz a3toni numroh pleaz,0
jiboylha waldhà maskina kbal madir lramaliya haka takmal farhatha,0
normalment weldha eli f italia ki yetfarej f 7al9et lyoum yarja3 lomo chbih 5ouh haka w houwa salem f omo w zedd maredhha,0
jaafar maqalou hta haja w howa qalou 10 millions f sac bach arf lol mdr,0
naje7 lber7 l9athiya 9oudam sel3a hatha,0
3chbi m3rto d3ira akda,0
macha alah jazair tob tob kanhmak 3likom,0
stad3ah lilite 3irsse 10h beta3 lille,0
from egypt,0
bach mrith,0
428 dislike fech taamlou,1
ye5i ya7ki 3ala ziyed el mekki kif 9al da5altou ye5dem w ma3adech yhez télèphone,1
eli fêye9 bihom dima yekdhbou jaime,0
still don t get those dislikes someone have explanation,0
i swear na9ra comment mt3 jely,0
anta bl3ate,0
ki t9ool deth node fi al 79i9a bravo,0
salem mr,0
level 999999999999,0
ija nsou7bk ena,0
makki kareim,0
bourjoulia chkoun ya3ref l instagram mta3 sa7ebt jaafer,0
tabarak allah,0
normal za3ma tkol ana sah3bto wa ra 7na blad msalmin islam islam islam bay bay,0
hhhhhhhh dahka jamy sart,0
des captures lol,0
tounasa la la la ma3achira ya,0
vhb un,0
w u,0
ana w hazateh,0
16 03 2020 mazelniii ntaba3 fih,0
9al couppe kmlou yswrou,0
ja3fer nhab nahki m3ak fi mawdho3 s8ir,0
y a omliiiiii had rajl kidayr lah ybrkkk dit chlh w rabi yrz9niiii rajl glbh hnin kifah,1
jaze2er tounes el ma4reb libya dawla wa7da etta7dou ou rana cha3eb we7ed,0
3andak sah aqrab nas homa li ynakro lkhir ana tala3t khoya hasta haz ktafo o dar laflous o dyour o mn ba3d mayhaz teléfono liya hasta ndir inconnue,0
zina japouniya elyes,0
16 05 hhh,0
hadik l popona ch7al zella ya khouya ya khouya,0
fathl ya3oudo lilah wahdaho soubhano,0
walah rani matfarajha 5 marat,0
naraj3o kima kona mana3rafhach hhhhh,0
algeria maroc tunis,0
hhhhhhh kiydiiiir,0
jibouli facebook ta3 sahbet ja3far,0
kont sahabtek hhh,0
yaaa khouti ana hab nrja3 m3eha kima kouna,0
bent zwina brayt nji nehtobha men 3andek si 3alaa,1
zazah lah akhi ja3far,0
lizoum ja3far,0
ya ja3fer chaddek il 7out,0
des capture,0
stp chkoun had ja3far ana maghrabiya bghit na3arfo bghitooooo nariii tbarkalah la7mi tchawak,0
wa3lah adhahk fi oumour kima hadi wlh rahi khatira,0
0 29 brabi chkoun yarefha etofla chnoua esmha,1
tafla louela tchbah l aicha asrar al banat,0
haw il kabes wila lawe7,0
pubg hhhhhh,0
les homme dja3far,0
j ai 24ans arwa7i t3arfou a5tak men ja3far,0
hhhhhhhhhhhhh rajal zalik amayma,0
les hommes jaafar,0
ja3fer l gasmi,0
abonné bras la7nina,0
yag3four rak fri ragl,0
comme k2rym karim la drogue hhh,0
alahomma sali we salem ala sayedena mohamad,0
bellehi abonne,0
ili i7ib jaafir idiz j aime,0
pubg players idezou like d,0
25 19 ya7ki 3la salem mr,0
de cuptur hhhhhhhhhhhhhhhhh,0
ya ja3four ila chafti mesaje diyli hajti bik plzzzz,0
kabyle algeria,0
el zatla fi elmtar,0
leli y7ebou yechkiw bel emission mechiw lel lien hedha wa3mlou 7aja toslo7,1
job affak faycel sghir,0
amona bouzenik,0
